,,New Patient:LElbAnglesXZY,,,New Patient:LShoAnglesXZY,,,New Patient:LShoAnglesYZY,,,New Patient:LWristAnglesXZY,,,New Patient:RElbAnglesXZY,,,New Patient:RShoAnglesXZY,,,New Patient:RShoAnglesYZY,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RSHOX,RSHOY,RSHOZ,X,Y,Z
102,0,30.48,2.72E-10,-151.438,-11.21,2.75474,27.8072,-76.0983,11.5393,104.176,-23.2542,-0.0574769,1.071,22.0704,-2.80E-10,149.219,-16.2036,7.22179,-12.6793,-65.5775,17.7006,53.9276
103,0,30.4798,2.72E-10,-151.339,-11.1742,2.73091,27.7866,-76.1722,11.4989,104.226,-23.318,-0.0601102,1.06501,22.0827,-2.80E-10,149.162,-16.2122,7.21395,-12.6135,-65.6123,17.7054,54.0276
104,0,30.4742,2.71E-10,-151.264,-11.143,2.71217,27.782,-76.2272,11.4643,104.274,-23.3766,-0.0779455,1.05749,22.103,-2.79E-10,149.089,-16.2201,7.21114,-12.5347,-65.6309,17.7114,54.1251
105,0,30.4638,2.71E-10,-151.22,-11.1178,2.69958,27.795,-76.2592,11.4369,104.317,-23.4258,-0.109425,1.04902,22.1306,-2.79E-10,149.002,-16.2277,7.21402,-12.4437,-65.6321,17.7195,54.2182
106,0,30.4489,2.71E-10,-151.211,-11.0995,2.69397,27.8266,-76.2653,11.4178,104.354,-23.4627,-0.151708,1.04043,22.1642,-2.78E-10,148.901,-16.2354,7.22296,-12.3425,-65.6151,17.7301,54.3042
107,0,30.4297,2.71E-10,-151.238,-11.0888,2.69577,27.877,-76.2439,11.4078,104.383,-23.4851,-0.200321,1.03272,22.2016,-2.77E-10,148.791,-16.243,7.23778,-12.2356,-65.5802,17.7428,54.3788
108,0,30.4066,2.72E-10,-151.303,-11.0861,2.70498,27.9455,-76.1953,11.4073,104.403,-23.4927,-0.25032,1.02685,22.2404,-2.76E-10,148.679,-16.2494,7.25782,-12.1287,-65.5282,17.7566,54.437
109,0,30.38,2.73E-10,-151.401,-11.0911,2.72117,28.0311,-76.1218,11.416,104.417,-23.4865,-0.296623,1.02361,22.2777,-2.75E-10,148.572,-16.2536,7.28187,-12.029,-65.4613,17.77,54.4735
110,0,30.3501,2.74E-10,-151.53,-11.1035,2.74339,28.1315,-76.0275,11.4333,104.426,-23.4687,-0.334876,1.02339,22.3112,-2.74E-10,148.48,-16.254,7.30826,-11.9438,-65.3825,17.7809,54.4837
111,0,30.3172,2.75E-10,-151.683,-11.1223,2.77036,28.2444,-75.9181,11.458,104.432,-23.4427,-0.362036,1.02616,22.3388,-2.74E-10,148.409,-16.2491,7.3351,-11.88,-65.2957,17.7873,54.4642
112,0,30.2816,2.76E-10,-151.853,-11.1463,2.80056,28.3674,-75.7995,11.4885,104.44,-23.412,-0.376448,1.03151,22.3594,-2.73E-10,148.366,-16.2377,7.36046,-11.8426,-65.2048,17.7871,54.4136
113,0,30.2435,2.78E-10,-152.034,-11.1741,2.83231,28.498,-75.6787,11.5231,104.454,-23.3804,-0.377923,1.03879,22.3728,-2.73E-10,148.354,-16.2189,7.38267,-11.8341,-65.1136,17.7789,54.3329
114,0,30.2032,2.79E-10,-152.221,-11.2042,2.86399,28.6339,-75.5617,11.5599,104.477,-23.3508,-0.367299,1.04708,22.3797,-2.73E-10,148.372,-16.1924,7.40046,-11.8541,-65.0255,17.7622,54.2256
115,0,30.1612,2.81E-10,-152.409,-11.2351,2.89414,28.7735,-75.4539,11.5973,104.512,-23.3253,-0.346565,1.05554,22.3814,-2.74E-10,148.417,-16.1588,7.4132,-11.8998,-64.9429,17.7369,54.0969
116,0,30.1182,2.82E-10,-152.593,-11.2658,2.92157,28.9149,-75.3594,11.6337,104.563,-23.3053,-0.317728,1.0634,22.3798,-2.74E-10,148.483,-16.119,7.42085,-11.9658,-64.8671,17.704,53.9535
117,0,30.0745,2.84E-10,-152.774,-11.2952,2.94548,29.0568,-75.2809,11.6681,104.629,-23.2907,-0.283002,1.07019,22.3769,-2.75E-10,148.562,-16.0746,7.42399,-12.0456,-64.7985,17.665,53.8027
118,0,30.0311,2.85E-10,-152.949,-11.3228,2.96531,29.1978,-75.2201,11.6998,104.712,-23.2811,-0.244231,1.07568,22.3745,-2.75E-10,148.646,-16.0274,7.4236,-12.1321,-64.7363,17.6221,53.6508
119,0,29.9883,2.87E-10,-153.118,-11.3484,2.98093,29.3367,-75.1771,11.7284,104.81,-23.2756,-0.203076,1.08001,22.374,-2.76E-10,148.727,-15.9792,7.42094,-12.219,-64.6794,17.5775,53.5035
120,0,29.9469,2.88E-10,-153.281,-11.3719,2.99248,29.4723,-75.1511,11.754,104.921,-23.2731,-0.161066,1.08349,22.3763,-2.77E-10,148.799,-15.9319,7.41737,-12.3007,-64.6262,17.5333,53.3649
121,0,29.9073,2.89E-10,-153.438,-11.3935,3.00024,29.6033,-75.1409,11.7768,105.044,-23.2729,-0.119874,1.08663,22.3819,-2.77E-10,148.855,-15.8871,7.41409,-12.3735,-64.5753,17.4915,53.2377
122,0,29.8697,2.91E-10,-153.587,-11.4133,3.00477,29.7292,-75.1438,11.7972,105.173,-23.2746,-0.0809917,1.08988,22.391,-2.77E-10,148.894,-15.8462,7.41209,-12.4351,-64.5255,17.4537,53.1234
123,0,29.8343,2.92E-10,-153.728,-11.4317,3.00661,29.8494,-75.1577,11.8154,105.308,-23.2779,-0.0461872,1.09352,22.4032,-2.77E-10,148.912,-15.8101,7.41198,-12.4849,-64.4763,17.4211,53.0221
124,0,29.8011,2.93E-10,-153.859,-11.4488,3.00636,29.9635,-75.1798,11.8319,105.445,-23.283,-0.0174832,1.09754,22.418,-2.77E-10,148.911,-15.7794,7.41405,-12.5231,-64.4278,17.3942,52.9336
125,0,29.77,2.94E-10,-153.979,-11.4647,3.00454,30.0714,-75.2077,11.8468,105.581,-23.2901,0.00324461,1.1016,22.435,-2.77E-10,148.893,-15.7544,7.41826,-12.551,-64.3805,17.3734,52.8573
126,0,29.7409,2.95E-10,-154.085,-11.4794,3.0016,30.1729,-75.2395,11.8603,105.714,-23.2994,0.014339,1.10505,22.4537,-2.77E-10,148.859,-15.7352,7.42437,-12.5702,-64.3353,17.3587,52.7925
127,0,29.7137,2.96E-10,-154.175,-11.493,2.9978,30.2678,-75.2738,11.8725,105.843,-23.3111,0.0145538,1.10704,22.4735,-2.76E-10,148.814,-15.7216,7.43198,-12.5822,-64.2934,17.3496,52.7387
128,0,29.6884,2.96E-10,-154.247,-11.5054,2.99325,30.3552,-75.3102,11.8833,105.967,-23.3252,0.0029761,1.10666,22.4943,-2.76E-10,148.76,-15.7135,7.44065,-12.5882,-64.2556,17.3459,52.6956
129,0,29.665,2.97E-10,-154.299,-11.5166,2.98792,30.4344,-75.3488,11.8929,106.085,-23.3417,-0.0203415,1.10318,22.5159,-2.76E-10,148.701,-15.7103,7.44997,-12.589,-64.2228,17.3469,52.663
130,0,29.6437,2.97E-10,-154.33,-11.5266,2.98165,30.5042,-75.3901,11.9009,106.195,-23.3599,-0.0547162,1.09619,22.5383,-2.75E-10,148.639,-15.7118,7.45962,-12.5848,-64.1954,17.3523,52.6413
131,0,29.6248,2.97E-10,-154.339,-11.5352,2.97425,30.5632,-75.4351,11.9074,106.299,-23.3795,-0.0988139,1.08573,22.5616,-2.74E-10,148.576,-15.7174,7.46932,-12.5755,-64.1737,17.3614,52.6306
132,0,29.6083,2.97E-10,-154.327,-11.5423,2.96558,30.6106,-75.4843,11.9121,106.395,-23.3998,-0.150505,1.07236,22.586,-2.74E-10,148.513,-15.7267,7.47892,-12.5606,-64.1576,17.3739,52.6313
133,0,29.5949,2.97E-10,-154.296,-11.5477,2.95551,30.6452,-75.5381,11.915,106.482,-23.4199,-0.206964,1.05713,22.6115,-2.73E-10,148.45,-15.7392,7.48824,-12.5396,-64.1466,17.389,52.6435
134,0,29.5847,2.97E-10,-154.251,-11.5514,2.94415,30.6669,-75.5957,11.9157,106.56,-23.439,-0.264806,1.04139,22.638,-2.73E-10,148.389,-15.7542,7.49716,-12.5122,-64.1405,17.4063,52.667
135,0,29.5781,2.96E-10,-154.195,-11.5529,2.93174,30.6755,-75.6558,11.9141,106.628,-23.4563,-0.320391,1.0267,22.6652,-2.72E-10,148.328,-15.7711,7.50549,-12.4788,-64.1386,17.4249,52.7008
136,0,29.5754,2.96E-10,-154.134,-11.5519,2.91863,30.6717,-75.7163,11.91,106.683,-23.4712,-0.370166,1.01442,22.6924,-2.72E-10,148.268,-15.7888,7.51298,-12.44,-64.1405,17.444,52.7437
137,0,29.5768,2.95E-10,-154.071,-11.5481,2.90532,30.6563,-75.7745,11.9032,106.725,-23.4837,-0.410775,1.00573,22.7188,-2.71E-10,148.21,-15.8064,7.51928,-12.3977,-64.1459,17.4625,52.7935
138,0,29.5823,2.95E-10,-154.011,-11.5413,2.89241,30.6305,-75.8273,11.8935,106.75,-23.4937,-0.439582,1.00132,22.7431,-2.71E-10,148.157,-15.823,7.52398,-12.3541,-64.1547,17.4794,52.8476
139,0,29.5919,2.94E-10,-153.955,-11.5313,2.88037,30.5958,-75.8725,11.8809,106.759,-23.5013,-0.454835,1.00127,22.7641,-2.71E-10,148.109,-15.8375,7.52663,-12.312,-64.1667,17.4936,52.9031
140,0,29.6054,2.94E-10,-153.905,-11.5181,2.86966,30.5535,-75.9078,11.8656,106.751,-23.5067,-0.456126,1.00521,22.7807,-2.70E-10,148.07,-15.849,7.52673,-12.2744,-64.1824,17.504,52.9572
141,0,29.6224,2.94E-10,-153.86,-11.502,2.86055,30.5051,-75.9321,11.8477,106.725,-23.5097,-0.44412,1.01237,22.7917,-2.70E-10,148.043,-15.857,7.52382,-12.2443,-64.2021,17.5099,53.0071
142,0,29.6427,2.93E-10,-153.822,-11.4831,2.85311,30.452,-75.9455,11.8277,106.684,-23.5101,-0.420232,1.02167,22.7967,-2.70E-10,148.028,-15.8611,7.51756,-12.2244,-64.2267,17.511,53.051
143,0,29.6657,2.93E-10,-153.789,-11.4622,2.84727,30.3954,-75.9488,11.8059,106.63,-23.5072,-0.386825,1.03197,22.7954,-2.70E-10,148.029,-15.8614,7.50772,-12.2164,-64.2569,17.5072,53.0878
144,0,29.6909,2.93E-10,-153.76,-11.4397,2.84277,30.3362,-75.9441,11.7831,106.565,-23.5002,-0.346731,1.0422,22.7883,-2.70E-10,148.046,-15.8586,7.49423,-12.2214,-64.2937,17.499,53.1176
145,0,29.7176,2.92E-10,-153.735,-11.4164,2.83923,30.2754,-75.9338,11.7596,106.493,-23.4881,-0.302598,1.05148,22.7761,-2.70E-10,148.078,-15.8533,7.47725,-12.2392,-64.3378,17.4872,53.1412
146,0,29.7452,2.92E-10,-153.714,-11.3929,2.8363,30.2136,-75.9203,11.7362,106.417,-23.4705,-0.257097,1.05921,22.7602,-2.71E-10,148.124,-15.8467,7.45712,-12.2686,-64.3897,17.4729,53.1604
147,0,29.773,2.92E-10,-153.694,-11.3699,2.83367,30.1512,-75.9058,11.7132,106.339,-23.447,-0.212764,1.06508,22.7419,-2.71E-10,148.182,-15.8399,7.43435,-12.3071,-64.4494,17.4573,53.178
148,0,29.8004,2.92E-10,-153.677,-11.3478,2.83109,30.0889,-75.8922,11.6911,106.262,-23.418,-0.171396,1.06897,22.7225,-2.72E-10,148.247,-15.834,7.40959,-12.3513,-64.5163,17.4416,53.1969
149,0,29.8267,2.91E-10,-153.661,-11.327,2.8285,30.027,-75.8801,11.6703,106.188,-23.3846,-0.134695,1.07102,22.7035,-2.72E-10,148.317,-15.8297,7.38354,-12.3976,-64.5896,17.427,53.22
150,0,29.8513,2.91E-10,-153.646,-11.3078,2.82592,29.9664,-75.8698,11.6511,106.116,-23.3486,-0.104193,1.07139,22.6856,-2.73E-10,148.387,-15.8276,7.35692,-12.4419,-64.6679,17.4142,53.25
151,0,29.8737,2.91E-10,-153.631,-11.2903,2.82351,29.9077,-75.8607,11.6336,106.048,-23.3123,-0.0807693,1.07036,22.6696,-2.73E-10,148.453,-15.828,7.33033,-12.4808,-64.7494,17.4035,53.2889
152,0,29.8933,2.91E-10,-153.613,-11.2747,2.8215,29.852,-75.8518,11.6179,105.982,-23.2781,-0.0657663,1.06819,22.6556,-2.74E-10,148.512,-15.8305,7.30425,-12.5118,-64.8324,17.3951,53.3375
153,0,29.9096,2.91E-10,-153.593,-11.2608,2.8201,29.8003,-75.8421,11.6042,105.92,-23.2488,-0.05973,1.06515,22.6436,-2.74E-10,148.562,-15.8348,7.279,-12.5331,-64.9153,17.3887,53.3958
154,0,29.9222,2.90E-10,-153.57,-11.2487,2.81952,29.7539,-75.8305,11.5923,105.862,-23.2266,-0.0628285,1.06147,22.6333,-2.74E-10,148.602,-15.8401,7.25469,-12.5446,-64.9967,17.3836,53.4626
155,0,29.9309,2.90E-10,-153.542,-11.2383,2.8199,29.7137,-75.8162,11.5823,105.807,-23.2133,-0.0749988,1.05744,22.6242,-2.75E-10,148.632,-15.8455,7.23135,-12.547,-65.0754,17.379,53.5361
156,0,29.9353,2.90E-10,-153.511,-11.2294,2.82128,29.6808,-75.7989,11.574,105.757,-23.2097,-0.0954639,1.05326,22.6157,-2.75E-10,148.654,-15.8503,7.20884,-12.5418,-65.1508,17.3743,53.6139
157,0,29.9355,2.90E-10,-153.477,-11.222,2.82367,29.6559,-75.7784,11.5674,105.712,-23.2159,-0.122815,1.04925,22.6073,-2.75E-10,148.668,-15.8537,7.18705,-12.5311,-65.2221,17.3686,53.693
158,0,29.9315,2.89E-10,-153.441,-11.2159,2.82692,29.639,-75.7554,11.5623,105.672,-23.2309,-0.154762,1.04575,22.5986,-2.75E-10,148.677,-15.8551,7.16588,-12.517,-65.2889,17.3613,53.771
159,0,29.9238,2.89E-10,-153.406,-11.2113,2.83082,29.63,-75.7309,11.5587,105.639,-23.2527,-0.188873,1.04304,22.5892,-2.75E-10,148.683,-15.8542,7.14532,-12.5013,-65.3508,17.3522,53.8458
160,0,29.913,2.89E-10,-153.374,-11.2083,2.83513,29.6282,-75.7064,11.5568,105.613,-23.2789,-0.222297,1.04142,22.5792,-2.75E-10,148.688,-15.851,7.12546,-12.4851,-65.4075,17.3413,53.9157
161,0,29.8997,2.89E-10,-153.345,-11.207,2.83953,29.6325,-75.6836,11.5567,105.595,-23.3068,-0.251967,1.04108,22.5686,-2.75E-10,148.693,-15.8455,7.10652,-12.469,-65.4586,17.3288,53.9798
162,0,29.8851,2.89E-10,-153.323,-11.2079,2.84379,29.6416,-75.6639,11.5586,105.585,-23.3335,-0.275505,1.04211,22.5579,-2.75E-10,148.698,-15.8383,7.08883,-12.4526,-65.5034,17.3152,54.0381
163,0,29.8698,2.89E-10,-153.307,-11.2111,2.84768,29.6543,-75.649,11.5626,105.583,-23.3573,-0.291711,1.0445,22.5475,-2.75E-10,148.702,-15.8299,7.07277,-12.4355,-65.5418,17.3012,54.0909
164,0,29.8546,2.89E-10,-153.299,-11.2168,2.85112,29.6697,-75.6393,11.569,105.589,-23.377,-0.299957,1.04794,22.5383,-2.75E-10,148.705,-15.8211,7.05873,-12.4164,-65.5734,17.2875,54.139
165,0,29.8401,2.89E-10,-153.298,-11.2251,2.85412,29.687,-75.6348,11.5778,105.602,-23.3926,-0.301342,1.05201,22.531,-2.76E-10,148.705,-15.8124,7.04706,-12.3944,-65.5979,17.275,54.1833
166,0,29.8262,2.89E-10,-153.304,-11.2357,2.85681,29.7063,-75.6347,11.5887,105.622,-23.405,-0.297765,1.05614,22.5261,-2.75E-10,148.701,-15.8046,7.03807,-12.3685,-65.6154,17.2643,54.225
167,0,29.813,2.89E-10,-153.314,-11.2483,2.85942,29.7277,-75.6373,11.6015,105.647,-23.4157,-0.292022,1.05958,22.5245,-2.75E-10,148.692,-15.7984,7.03191,-12.3378,-65.6261,17.2562,54.2651
168,0,29.8,2.89E-10,-153.329,-11.2622,2.86222,29.7523,-75.6406,11.6156,105.675,-23.427,-0.287464,1.06163,22.5264,-2.75E-10,148.676,-15.7941,7.02865,-12.3021,-65.6305,17.251,54.3045
169,0,29.7866,2.89E-10,-153.348,-11.2766,2.86548,29.781,-75.6423,11.6304,105.706,-23.4403,-0.287259,1.06165,22.5321,-2.75E-10,148.654,-15.7922,7.02827,-12.2609,-65.6291,17.2491,54.3442
170,0,29.7725,2.89E-10,-153.369,-11.2909,2.86931,29.8148,-75.6411,11.6452,105.74,-23.4562,-0.293817,1.0591,22.5416,-2.75E-10,148.623,-15.7929,7.03069,-12.2142,-65.6226,17.2507,54.3847
171,0,29.7573,2.90E-10,-153.394,-11.3043,2.87371,29.8541,-75.6361,11.6593,105.775,-23.4746,-0.308885,1.05376,22.5545,-2.75E-10,148.584,-15.7962,7.03579,-12.1618,-65.6112,17.2557,54.4267
172,0,29.741,2.90E-10,-153.423,-11.3162,2.87848,29.8993,-75.6275,11.6719,105.812,-23.4937,-0.332767,1.04575,22.5703,-2.74E-10,148.537,-15.802,7.0434,-12.104,-65.5953,17.264,54.47
173,0,29.7239,2.90E-10,-153.457,-11.3261,2.88324,29.9498,-75.6165,11.6826,105.852,-23.5109,-0.364675,1.03546,22.5883,-2.74E-10,148.483,-15.8098,7.05336,-12.0414,-65.575,17.2751,54.5141
174,0,29.7066,2.91E-10,-153.498,-11.3336,2.88752,30.0044,-75.6051,11.691,105.896,-23.5227,-0.402874,1.02369,22.6074,-2.73E-10,148.422,-15.819,7.06544,-11.9751,-65.5499,17.2883,54.5576
175,0,29.69,2.91E-10,-153.548,-11.3387,2.89075,30.0613,-75.5957,11.6967,105.944,-23.526,-0.44446,1.01139,22.6266,-2.73E-10,148.358,-15.8287,7.07932,-11.9072,-65.52,17.3026,54.5981
176,0,29.6749,2.92E-10,-153.606,-11.3412,2.8925,30.1188,-75.5904,11.6996,105.996,-23.5181,-0.486594,0.999713,22.6447,-2.72E-10,148.292,-15.8376,7.09456,-11.8408,-65.4849,17.3169,54.6322
177,0,29.6624,2.92E-10,-153.674,-11.3414,2.89249,30.1745,-75.5907,11.6997,106.052,-23.4974,-0.525935,0.989723,22.6604,-2.72E-10,148.23,-15.8447,7.11056,-11.78,-65.445,17.3297,54.6557
178,0,29.653,2.93E-10,-153.75,-11.3392,2.89055,30.2262,-75.5973,11.6971,106.111,-23.4641,-0.559707,0.982324,22.6728,-2.71E-10,148.176,-15.8486,7.12658,-11.7298,-65.4009,17.3396,54.6644
179,0,29.6474,2.93E-10,-153.831,-11.3349,2.88682,30.2721,-75.61,11.6921,106.169,-23.4196,-0.585522,0.978165,22.6813,-2.71E-10,148.134,-15.8483,7.1418,-11.695,-65.3538,17.3455,54.6541
180,0,29.6458,2.94E-10,-153.916,-11.3287,2.88166,30.3107,-75.6272,11.6848,106.224,-23.3667,-0.601662,0.97752,22.6855,-2.71E-10,148.11,-15.8432,7.15538,-11.6802,-65.3052,17.3462,54.6219
181,0,29.6482,2.95E-10,-153.999,-11.321,2.87545,30.3406,-75.6478,11.6758,106.273,-23.3087,-0.607536,0.980361,22.6855,-2.71E-10,148.105,-15.8329,7.16664,-11.6884,-65.2569,17.3415,54.5663
182,0,29.6544,2.95E-10,-154.077,-11.3122,2.86875,30.3613,-75.6694,11.6657,106.315,-23.2497,-0.603918,0.986338,22.6819,-2.71E-10,148.121,-15.818,7.17512,-11.7206,-65.2109,17.3314,54.4883
183,0,29.6639,2.96E-10,-154.146,-11.3031,2.86201,30.3725,-75.6909,11.6553,106.347,-23.1928,-0.592224,0.994881,22.6756,-2.71E-10,148.155,-15.7994,7.18072,-11.7754,-65.1686,17.3167,54.3908
184,0,29.6761,2.96E-10,-154.203,-11.2945,2.85565,30.3744,-75.7111,11.6454,106.368,-23.1412,-0.575279,1.00529,22.6678,-2.71E-10,148.204,-15.7786,7.18368,-11.8491,-65.1314,17.299,54.279
185,0,29.6903,2.96E-10,-154.245,-11.2873,2.84995,30.3675,-75.7298,11.637,106.379,-23.097,-0.556349,1.01689,22.6595,-2.72E-10,148.264,-15.7575,7.18459,-11.9362,-65.1002,17.2803,54.1595
186,0,29.7056,2.96E-10,-154.272,-11.2824,2.84515,30.353,-75.7471,11.6311,106.381,-23.0613,-0.538869,1.02898,22.6518,-2.72E-10,148.326,-15.7384,7.18427,-12.0301,-65.0752,17.2628,54.0394
187,0,29.7213,2.97E-10,-154.282,-11.281,2.8413,30.3322,-75.7639,11.6288,106.377,-23.0346,-0.52622,1.04096,22.6454,-2.73E-10,148.386,-15.7232,7.18361,-12.1243,-65.0566,17.2488,53.9255
188,0,29.7365,2.96E-10,-154.276,-11.2837,2.83854,30.3068,-75.7805,11.6308,106.368,-23.0168,-0.520627,1.0524,22.6406,-2.73E-10,148.437,-15.7139,7.18349,-12.2131,-65.0444,17.2403,53.8238
189,0,29.7504,2.96E-10,-154.258,-11.2914,2.837,30.279,-75.7971,11.6379,106.357,-23.0072,-0.522924,1.06292,22.6372,-2.74E-10,148.478,-15.7121,7.18457,-12.2925,-65.0386,17.2391,53.7387
190,0,29.7623,2.96E-10,-154.229,-11.3044,2.83687,30.251,-75.8131,11.6505,106.345,-23.0048,-0.532523,1.07229,22.635,-2.74E-10,148.505,-15.719,7.18728,-12.3604,-65.0396,17.2465,53.6727
191,0,29.7718,2.96E-10,-154.195,-11.3228,2.83846,30.2254,-75.8273,11.6686,106.334,-23.0087,-0.547899,1.08034,22.6333,-2.74E-10,148.521,-15.7352,7.19167,-12.4166,-65.0481,17.2629,53.6266
192,0,29.7785,2.95E-10,-154.159,-11.3462,2.84204,30.2046,-75.8379,11.6922,106.325,-23.018,-0.566306,1.08692,22.6316,-2.74E-10,148.527,-15.761,7.19754,-12.4626,-65.065,17.2887,53.5999
193,0,29.7821,2.95E-10,-154.126,-11.3743,2.84792,30.1908,-75.843,11.7209,106.317,-23.0319,-0.584925,1.09188,22.6294,-2.74E-10,148.528,-15.7962,7.20439,-12.5013,-65.0916,17.3234,53.5911
194,0,29.7825,2.95E-10,-154.1,-11.4064,2.85636,30.1861,-75.8405,11.754,106.312,-23.0497,-0.601139,1.09512,22.6264,-2.74E-10,148.529,-15.8406,7.21158,-12.5358,-65.1293,17.3665,53.5981
195,0,29.7798,2.95E-10,-154.083,-11.4418,2.8674,30.1915,-75.8295,11.791,106.308,-23.0711,-0.613362,1.09647,22.6223,-2.74E-10,148.533,-15.8933,7.21838,-12.5693,-65.1793,17.4172,53.6189
196,0,29.7742,2.95E-10,-154.077,-11.4796,2.88089,30.2079,-75.8098,11.8309,106.307,-23.0955,-0.62134,1.09586,22.6172,-2.74E-10,148.545,-15.9537,7.2241,-12.6045,-65.2423,17.4743,53.6514
197,0,29.7659,2.95E-10,-154.082,-11.5193,2.89645,30.2349,-75.7826,11.8731,106.31,-23.1226,-0.62595,1.09317,22.6111,-2.74E-10,148.569,-16.0207,7.22811,-12.6433,-65.319,17.5368,53.6942
198,0,29.7553,2.95E-10,-154.099,-11.56,2.91343,30.2714,-75.7502,11.9166,106.317,-23.152,-0.628774,1.08844,22.6042,-2.75E-10,148.607,-16.0931,7.22994,-12.6866,-65.4088,17.6033,53.7457
199,0,29.7429,2.95E-10,-154.124,-11.6011,2.93103,30.3156,-75.7156,11.9607,106.329,-23.1827,-0.631844,1.08177,22.5967,-2.75E-10,148.659,-16.1696,7.22925,-12.7344,-65.5107,17.6726,53.8045
200,0,29.7294,2.96E-10,-154.157,-11.6419,2.9483,30.3648,-75.6823,12.0044,106.348,-23.2137,-0.637058,1.07345,22.5888,-2.76E-10,148.725,-16.2483,7.22588,-12.7863,-65.623,17.743,53.8695
201,0,29.7154,2.96E-10,-154.194,-11.6814,2.96429,30.4159,-75.6538,12.0466,106.373,-23.2432,-0.645245,1.06387,22.5806,-2.76E-10,148.803,-16.3274,7.2197,-12.841,-65.743,17.8125,53.9391
202,0,29.7017,2.96E-10,-154.234,-11.7188,2.97816,30.4658,-75.6328,12.0861,106.404,-23.2696,-0.656876,1.05357,22.5721,-2.77E-10,148.89,-16.4045,7.21074,-12.8971,-65.8681,17.8794,54.0118
203,0,29.6889,2.97E-10,-154.272,-11.7529,2.98914,30.5111,-75.6214,12.1218,106.44,-23.2908,-0.670945,1.04317,22.5632,-2.78E-10,148.983,-16.4773,7.19903,-12.9527,-65.9951,17.9413,54.0861
204,0,29.6777,2.97E-10,-154.308,-11.7825,2.9968,30.5493,-75.6203,12.1524,106.479,-23.305,-0.685809,1.03328,22.5536,-2.78E-10,149.078,-16.5436,7.18469,-13.0058,-66.1208,17.9963,54.1608
205,0,29.6684,2.97E-10,-154.34,-11.8066,3.00093,30.5782,-75.629,12.1767,106.518,-23.3106,-0.69946,1.02457,22.543,-2.79E-10,149.17,-16.6011,7.16793,-13.054,-66.2422,18.0424,54.2353
206,0,29.6612,2.97E-10,-154.366,-11.8243,3.00162,30.5965,-75.6462,12.194,106.554,-23.3068,-0.709757,1.01754,22.5309,-2.80E-10,149.254,-16.6485,7.14905,-13.0949,-66.3567,18.0785,54.3092
207,0,29.6563,2.98E-10,-154.386,-11.8351,2.99923,30.6038,-75.6695,12.2039,106.584,-23.2935,-0.715457,1.01262,22.5171,-2.80E-10,149.327,-16.6846,7.12847,-13.1258,-66.4622,18.1038,54.383
208,0,29.6536,2.98E-10,-154.398,-11.839,2.99432,30.6006,-75.6965,12.2065,106.608,-23.2713,-0.715235,1.00997,22.5015,-2.81E-10,149.383,-16.7095,7.10675,-13.1446,-66.5571,18.1183,54.4576
209,0,29.653,2.98E-10,-154.402,-11.8363,2.98763,30.5881,-75.7242,12.2024,106.622,-23.2417,-0.708846,1.00964,22.4843,-2.81E-10,149.42,-16.7237,7.08454,-13.1491,-66.6404,18.1228,54.5339
210,0,29.6543,2.98E-10,-154.399,-11.8282,2.9799,30.568,-75.7505,12.1926,106.627,-23.2067,-0.697,1.01146,22.4661,-2.81E-10,149.437,-16.7286,7.06253,-13.1383,-66.7118,18.119,54.6131
211,0,29.6574,2.98E-10,-154.388,-11.8159,2.97181,30.5424,-75.7737,12.1788,106.624,-23.1689,-0.680379,1.01506,22.4476,-2.81E-10,149.432,-16.7261,7.04139,-13.1121,-66.7718,18.1088,54.6961
212,0,29.662,2.97E-10,-154.369,-11.801,2.96387,30.5134,-75.7932,12.1624,106.613,-23.131,-0.660349,1.02002,22.4301,-2.81E-10,149.407,-16.7186,7.02172,-13.0712,-66.8214,18.0944,54.7833
213,0,29.6681,2.97E-10,-154.343,-11.7849,2.95638,30.4828,-75.8095,12.145,106.597,-23.0961,-0.637831,1.02577,22.4146,-2.81E-10,149.363,-16.7083,7.00392,-13.0177,-66.8621,18.0783,54.8742
214,0,29.6758,2.97E-10,-154.309,-11.7694,2.9494,30.4517,-75.824,12.1282,106.58,-23.0666,-0.61378,1.03172,22.4026,-2.80E-10,149.305,-16.6974,6.98828,-12.9544,-66.8956,18.0623,54.9679
215,0,29.685,2.97E-10,-154.267,-11.7555,2.94273,30.4211,-75.839,12.1132,106.563,-23.0449,-0.588661,1.03739,22.3947,-2.80E-10,149.237,-16.6873,6.97484,-12.8849,-66.9237,18.048,55.063
216,0,29.6958,2.96E-10,-154.218,-11.7441,2.93602,30.3909,-75.8571,12.1006,106.55,-23.0328,-0.562814,1.0423,22.3915,-2.79E-10,149.163,-16.6792,6.96353,-12.8126,-66.9478,18.0363,55.1571
217,0,29.7083,2.96E-10,-154.161,-11.7358,2.92883,30.361,-75.8809,12.0907,106.543,-23.0312,-0.535896,1.04613,22.3932,-2.79E-10,149.088,-16.6735,6.95416,-12.741,-66.969,18.0275,55.2483
218,0,29.7224,2.95E-10,-154.098,-11.7304,2.9207,30.3305,-75.9125,12.0836,106.543,-23.0405,-0.508024,1.04875,22.3994,-2.78E-10,149.016,-16.6701,6.94649,-12.6728,-66.9879,18.0215,55.334
