,,New Patient:LElbAnglesXZY,,,New Patient:LShoAnglesXZY,,,New Patient:LShoAnglesYZY,,,New Patient:LWristAnglesXZY,,,New Patient:RElbAnglesXZY,,,New Patient:RShoAnglesXZY,,,New Patient:RShoAnglesYZY,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RSHOX,RSHOY,RSHOZ,X,Y,Z
1155,0,38.1395,1.42E-10,-136.539,43.8232,-9.87203,-0.475181,-255.892,44.7002,259.396,-18.3279,0.146157,0.601606,53.2544,9.14E-11,100.314,20.6662,24.2133,31.8036,38.1249,31.4234,-10.8007
1156,0,38.1781,1.42E-10,-136.471,43.9032,-9.88554,-0.5584,-255.893,44.7801,259.327,-18.3103,0.123187,0.594597,53.3625,9.20E-11,100.3,20.6925,24.2294,31.8553,38.1379,31.4514,-10.7708
1157,0,38.2192,1.41E-10,-136.415,43.9766,-9.89261,-0.630347,-255.901,44.8526,259.274,-18.2871,0.101918,0.587244,53.4582,9.24E-11,100.299,20.7124,24.2401,31.9065,38.1495,31.4716,-10.7377
1158,0,38.2623,1.41E-10,-136.372,44.0444,-9.89333,-0.690017,-255.917,44.9184,259.237,-18.26,0.0850788,0.579927,53.541,9.28E-11,100.31,20.7254,24.2451,31.9566,38.1598,31.4833,-10.7018
1159,0,38.3065,1.41E-10,-136.342,44.1072,-9.88831,-0.737191,-255.939,44.9785,259.216,-18.2309,0.0741359,0.573164,53.612,9.31E-11,100.328,20.7313,24.2447,32.0051,38.1678,31.4866,-10.6624
1160,0,38.3516,1.40E-10,-136.323,44.166,-9.87882,-0.772664,-255.967,45.0339,259.21,-18.2011,0.0702295,0.567141,53.6731,9.33E-11,100.351,20.7292,24.2394,32.0518,38.172,31.4815,-10.6185
1161,0,38.3974,1.40E-10,-136.312,44.2214,-9.86641,-0.797811,-255.997,45.0855,259.216,-18.1731,0.0734218,0.562024,53.7272,9.34E-11,100.381,20.7186,24.2301,32.0967,38.1705,31.4681,-10.5679
1162,0,38.4441,1.40E-10,-136.305,44.2741,-9.85287,-0.814481,-256.029,45.1343,259.231,-18.1482,0.0831972,0.557797,53.7771,9.36E-11,100.418,20.6992,24.2176,32.1407,38.1618,31.4469,-10.5086
1163,0,38.4923,1.40E-10,-136.298,44.3245,-9.84009,-0.824832,-256.059,45.181,259.25,-18.1282,0.098835,0.554435,53.8254,9.36E-11,100.467,20.6712,24.2029,32.1849,38.1449,31.4188,-10.4385
1164,0,38.5422,1.39E-10,-136.287,44.373,-9.8297,-0.83085,-256.085,45.2263,259.271,-18.1142,0.11921,0.55177,53.8737,9.37E-11,100.532,20.6351,24.1865,32.2307,38.1197,31.3845,-10.3564
1165,0,38.5946,1.39E-10,-136.268,44.4201,-9.82306,-0.834319,-256.105,45.2709,259.29,-18.1074,0.143534,0.549621,53.9227,9.36E-11,100.614,20.5922,24.169,32.2797,38.087,31.3451,-10.2618
1166,0,38.6494,1.39E-10,-136.239,44.4664,-9.82104,-0.836531,-256.119,45.3155,259.305,-18.1074,0.171052,0.547836,53.9722,9.36E-11,100.715,20.544,24.1505,32.3333,38.0487,31.3017,-10.1559
1167,0,38.7066,1.38E-10,-136.199,44.5126,-9.82405,-0.838231,-256.126,45.3608,259.316,-18.114,0.201055,0.546228,54.0212,9.35E-11,100.83,20.4923,24.131,32.3917,38.0071,31.2554,-10.0407
1168,0,38.7654,1.37E-10,-136.151,44.5595,-9.83204,-0.83975,-256.126,45.4078,259.323,-18.126,0.232954,0.544519,54.0681,9.33E-11,100.956,20.4388,24.1102,32.4549,37.9646,31.2072,-9.91936
1169,0,38.8247,1.37E-10,-136.094,44.6082,-9.84461,-0.841098,-256.12,45.4571,259.325,-18.1411,0.266052,0.542713,54.1112,9.32E-11,101.083,20.3852,24.0879,32.5216,37.9238,31.1578,-9.79583
1170,0,38.8829,1.36E-10,-136.035,44.6595,-9.86108,-0.84202,-256.109,45.5098,259.326,-18.1575,0.299172,0.540559,54.1493,9.30E-11,101.206,20.3328,24.0639,32.5901,37.8864,31.1078,-9.67396
1171,0,38.9383,1.36E-10,-135.975,44.7143,-9.88074,-0.842388,-256.095,45.5664,259.325,-18.1726,0.331416,0.538059,54.1814,9.28E-11,101.315,20.2822,24.0384,32.6579,37.8535,31.0578,-9.55738
1172,0,38.9891,1.35E-10,-135.918,44.7734,-9.90282,-0.842084,-256.078,45.6274,259.324,-18.1841,0.361307,0.535221,54.2075,9.27E-11,101.406,20.2342,24.0114,32.7229,37.8256,31.0085,-9.44892
1173,0,39.0339,1.35E-10,-135.868,44.837,-9.92675,-0.841328,-256.06,45.6932,259.323,-18.1902,0.387747,0.532036,54.228,9.26E-11,101.478,20.189,23.9837,32.7832,37.8023,30.9602,-9.35024
1174,0,39.0714,1.34E-10,-135.827,44.9051,-9.95211,-0.8405,-256.042,45.7637,259.322,-18.1898,0.409794,0.528696,54.2439,9.25E-11,101.531,20.1468,23.9558,32.8379,37.7831,30.9136,-9.26189
1175,0,39.1011,1.34E-10,-135.796,44.9773,-9.97871,-0.840148,-256.022,45.8383,259.322,-18.1831,0.426691,0.525398,54.257,9.24E-11,101.571,20.1078,23.9286,32.8868,37.7669,30.8695,-9.18327
1176,0,39.1232,1.34E-10,-135.775,45.0529,-10.0067,-0.841013,-256.001,45.9164,259.319,-18.1702,0.438544,0.52228,54.269,9.24E-11,101.605,20.072,23.9032,32.9307,37.7528,30.8287,-9.11276
1177,0,39.1381,1.34E-10,-135.763,45.1308,-10.0361,-0.843642,-255.979,45.9971,259.315,-18.1526,0.445526,0.519464,54.2816,9.23E-11,101.643,20.0398,23.8802,32.9712,37.7401,30.792,-9.04836
1178,0,39.1473,1.33E-10,-135.759,45.2098,-10.0677,-0.848548,-255.954,46.0791,259.307,-18.1318,0.448388,0.516907,54.2962,9.22E-11,101.692,20.0117,23.8606,33.0103,37.7285,30.7602,-8.98787
1179,0,39.1524,1.33E-10,-135.759,45.2886,-10.1017,-0.856021,-255.926,46.1614,259.293,-18.1094,0.448497,0.514676,54.3139,9.21E-11,101.76,19.9881,23.8447,33.0501,37.7179,30.734,-8.92944
1180,0,39.155,1.33E-10,-135.762,45.3662,-10.1387,-0.865855,-255.894,46.243,259.275,-18.0875,0.447134,0.512547,54.335,9.19E-11,101.853,19.9694,23.8329,33.0921,37.7085,30.7137,-8.87183
1181,0,39.1571,1.33E-10,-135.766,45.4417,-10.1789,-0.87756,-255.857,46.3231,259.251,-18.0677,0.445724,0.510278,54.3593,9.17E-11,101.97,19.9561,23.8252,33.1373,37.7008,30.6998,-8.81461
1182,0,39.1599,1.33E-10,-135.77,45.5147,-10.2222,-0.890074,-255.815,46.4013,259.222,-18.051,0.445938,0.507693,54.3859,9.14E-11,102.112,19.9482,23.8214,33.1857,37.6952,30.6923,-8.75827
1183,0,39.1645,1.33E-10,-135.772,45.5851,-10.268,-0.902118,-255.769,46.4774,259.191,-18.0392,0.448939,0.504596,54.4137,9.11E-11,102.273,19.9458,23.8214,33.2362,37.6919,30.6908,-8.70391
1184,0,39.1713,1.33E-10,-135.771,45.6533,-10.3153,-0.911979,-255.721,46.5516,259.16,-18.0327,0.456261,0.500929,54.4411,9.07E-11,102.444,19.9482,23.8248,33.2871,37.6908,30.6948,-8.65312
1185,0,39.1801,1.33E-10,-135.77,45.7199,-10.3626,-0.91779,-255.672,46.6243,259.133,-18.0324,0.468586,0.496702,54.4669,9.02E-11,102.619,19.9549,23.8311,33.3358,37.6914,30.7035,-8.60756
1186,0,39.1903,1.33E-10,-135.769,45.7859,-10.4083,-0.917768,-255.626,46.6962,259.113,-18.0386,0.486547,0.492094,54.4897,8.98E-11,102.787,19.9647,23.84,33.3799,37.6928,30.7161,-8.56863
1187,0,39.2009,1.33E-10,-135.769,45.8523,-10.4504,-0.910132,-255.584,46.7678,259.104,-18.051,0.510166,0.487284,54.5088,8.95E-11,102.94,19.9763,23.8511,33.4169,37.6939,30.7315,-8.53727
1188,0,39.2105,1.33E-10,-135.773,45.92,-10.4871,-0.893414,-255.551,46.8397,259.11,-18.0685,0.538522,0.482596,54.524,8.91E-11,103.071,19.9885,23.8638,33.4449,37.6934,30.7484,-8.51372
1189,0,39.2179,1.33E-10,-135.782,45.9899,-10.517,-0.866593,-255.527,46.9126,259.133,-18.0905,0.570117,0.478368,54.5352,8.89E-11,103.175,19.9998,23.8778,33.4628,37.6902,30.7657,-8.4977
1190,0,39.2222,1.33E-10,-135.798,46.0624,-10.5393,-0.829125,-255.513,46.9867,259.175,-18.1149,0.602889,0.47479,54.5431,8.87E-11,103.25,20.0091,23.8923,33.4702,37.6836,30.7822,-8.48841
1191,0,39.2229,1.34E-10,-135.821,46.1379,-10.5538,-0.781187,-255.512,47.0623,259.236,-18.14,0.634148,0.472062,54.5485,8.86E-11,103.297,20.0156,23.9069,33.4674,37.6731,30.797,-8.48483
1192,0,39.2198,1.34E-10,-135.852,46.2162,-10.561,-0.723654,-255.52,47.1393,259.313,-18.1637,0.661306,0.470232,54.5524,8.85E-11,103.317,20.0186,23.9207,33.4553,37.659,30.8091,-8.486
1193,0,39.2137,1.34E-10,-135.888,46.2969,-10.5623,-0.658316,-255.537,47.2177,259.405,-18.1846,0.682192,0.469291,54.5555,8.85E-11,103.315,20.0181,23.9333,33.4353,37.642,30.8182,-8.49119
1194,0,39.2057,1.34E-10,-135.929,46.3792,-10.5597,-0.587713,-255.559,47.2969,259.506,-18.2013,0.695823,0.46913,54.5587,8.86E-11,103.294,20.0143,23.944,33.4088,37.623,30.8238,-8.49988
1195,0,39.1976,1.34E-10,-135.97,46.4621,-10.5556,-0.515068,-255.584,47.3766,259.61,-18.2138,0.702045,0.469596,54.5622,8.87E-11,103.257,20.0077,23.9524,33.3771,37.6033,30.8261,-8.51198
1196,0,39.1914,1.35E-10,-136.009,46.5446,-10.5524,-0.443918,-255.607,47.4559,259.712,-18.2222,0.702532,0.470468,54.5661,8.89E-11,103.209,19.9993,23.9586,33.3418,37.5841,30.8255,-8.52735
1197,0,39.1893,1.35E-10,-136.041,46.6255,-10.5524,-0.377914,-255.626,47.5342,259.806,-18.2279,0.699804,0.471541,54.5701,8.91E-11,103.15,19.99,23.9627,33.3043,37.5665,30.8229,-8.54598
1198,0,39.1934,1.35E-10,-136.063,46.7037,-10.5574,-0.320375,-255.637,47.6109,259.885,-18.2326,0.697827,0.472581,54.5733,8.93E-11,103.081,19.9811,23.9652,33.266,37.5513,30.8193,-8.56755
1199,0,39.2051,1.35E-10,-136.072,46.7784,-10.5685,-0.273905,-255.639,47.6851,259.946,-18.2382,0.700166,0.473401,54.5748,8.96E-11,103.002,19.9734,23.9669,33.2282,37.5388,30.8159,-8.59151
1200,0,39.2256,1.35E-10,-136.067,46.8489,-10.5861,-0.240278,-255.631,47.7564,259.988,-18.2468,0.710246,0.473937,54.5736,8.99E-11,102.914,19.9679,23.9688,33.1923,37.5291,30.814,-8.61686
1201,0,39.255,1.35E-10,-136.049,46.915,-10.6097,-0.220178,-255.615,47.8245,260.009,-18.26,0.730249,0.474025,54.5686,9.01E-11,102.816,19.9652,23.9719,33.1592,37.5215,30.8147,-8.64234
1202,0,39.293,1.34E-10,-136.018,46.9767,-10.6383,-0.213406,-255.591,47.8891,260.011,-18.2782,0.760597,0.47352,54.5587,9.04E-11,102.711,19.9658,23.9771,33.1299,37.5155,30.8189,-8.66668
1203,0,39.3383,1.34E-10,-135.978,47.0344,-10.6707,-0.218922,-255.561,47.9504,259.996,-18.3014,0.799671,0.472474,54.5432,9.07E-11,102.602,19.9696,23.9853,33.1048,37.5099,30.8273,-8.68858
1204,0,39.3895,1.33E-10,-135.93,47.0886,-10.7052,-0.235014,-255.527,48.0088,259.968,-18.3285,0.843985,0.470735,54.5217,9.09E-11,102.494,19.9765,23.997,33.0839,37.5037,30.8402,-8.70695
1205,0,39.4446,1.33E-10,-135.878,47.1399,-10.7405,-0.259729,-255.492,48.0644,259.929,-18.3575,0.888705,0.468301,54.494,9.11E-11,102.394,19.9858,24.0126,33.0667,37.4958,30.8576,-8.72112
1206,0,39.5014,1.32E-10,-135.825,47.189,-10.7751,-0.290912,-255.457,48.1179,259.884,-18.3856,0.927909,0.465008,54.4603,9.12E-11,102.306,19.997,24.0323,33.0523,37.485,30.879,-8.73081
1207,0,39.5581,1.32E-10,-135.773,47.2366,-10.8081,-0.326576,-255.424,48.1696,259.835,-18.4102,0.956113,0.460739,54.4212,9.12E-11,102.235,20.0091,24.056,33.0393,37.4704,30.9041,-8.73623
1208,0,39.6126,1.31E-10,-135.724,47.2833,-10.8387,-0.364932,-255.394,48.2201,259.785,-18.429,0.968296,0.455537,54.3774,9.12E-11,102.183,20.0215,24.0835,33.026,37.4512,30.9321,-8.7381
1209,0,39.6634,1.31E-10,-135.679,47.3297,-10.8662,-0.40453,-255.368,48.2696,259.737,-18.4403,0.961581,0.449346,54.3301,9.10E-11,102.15,20.0333,24.1145,33.0105,37.4268,30.9624,-8.73752
1210,0,39.7091,1.30E-10,-135.639,47.3763,-10.8901,-0.444256,-255.347,48.3188,259.692,-18.4433,0.934575,0.442464,54.2806,9.08E-11,102.134,20.0443,24.1487,32.9909,37.397,30.9946,-8.73604
1211,0,39.7486,1.30E-10,-135.604,47.4236,-10.91,-0.483411,-255.332,48.3679,259.652,-18.4384,0.888195,0.435246,54.2306,9.06E-11,102.128,20.0542,24.1859,32.9658,37.362,31.0284,-8.73522
1212,0,39.781,1.30E-10,-135.577,47.4722,-10.9254,-0.521555,-255.322,48.4176,259.617,-18.4272,0.825742,0.428206,54.1817,9.04E-11,102.127,20.0633,24.2261,32.934,37.3223,31.0639,-8.73679
1213,0,39.8058,1.29E-10,-135.557,47.5228,-10.9359,-0.558647,-255.32,48.4684,259.587,-18.4112,0.752104,0.422039,54.1357,9.02E-11,102.123,20.0722,24.269,32.8951,37.2788,31.1014,-8.74211
1214,0,39.8226,1.29E-10,-135.547,47.5759,-10.9413,-0.59494,-255.325,48.5207,259.564,-18.3936,0.673283,0.417405,54.0947,9.00E-11,102.111,20.0818,24.3145,32.8494,37.2328,31.1412,-8.75227
1215,0,39.8317,1.29E-10,-135.546,47.6317,-10.9413,-0.630884,-255.337,48.5747,259.547,-18.3767,0.59586,0.414922,54.0602,8.99E-11,102.089,20.0929,24.3627,32.7984,37.1858,31.184,-8.76762
1216,0,39.8335,1.29E-10,-135.555,47.6904,-10.936,-0.667183,-255.357,48.6306,259.535,-18.3636,0.526046,0.41494,54.0338,8.99E-11,102.053,20.1067,24.4132,32.744,37.1393,31.2301,-8.78796
1217,0,39.8289,1.29E-10,-135.573,47.7515,-10.9259,-0.70464,-255.384,48.6879,259.527,-18.3561,0.468946,0.417678,54.0165,8.99E-11,102.005,20.1239,24.4656,32.6888,37.0949,31.2798,-8.81231
1218,0,39.8194,1.30E-10,-135.599,47.814,-10.9116,-0.744166,-255.417,48.746,259.521,-18.3557,0.427914,0.422852,54.009,9.01E-11,101.945,20.1452,24.5196,32.6357,37.054,31.3331,-8.83941
1219,0,39.8066,1.30E-10,-135.631,47.8769,-10.8941,-0.786613,-255.453,48.8039,259.515,-18.363,0.404208,0.43007,54.0115,9.04E-11,101.873,20.171,24.5744,32.5874,37.0181,31.3896,-8.86771
1220,0,39.7925,1.30E-10,-135.664,47.9384,-10.8745,-0.832838,-255.492,48.8602,259.506,-18.3781,0.397127,0.438604,54.0236,9.07E-11,101.789,20.2014,24.6293,32.5463,36.9881,31.449,-8.89584
1221,0,39.7793,1.30E-10,-135.695,47.997,-10.8542,-0.883509,-255.532,48.9135,259.492,-18.3999,0.404133,0.447656,54.0444,9.10E-11,101.691,20.2362,24.6834,32.5142,36.965,31.5106,-8.92285
1222,0,39.7687,1.30E-10,-135.721,48.0512,-10.8343,-0.939153,-255.57,48.9626,259.472,-18.4271,0.421662,0.456403,54.0727,9.15E-11,101.577,20.2755,24.7359,32.4919,36.9496,31.5735,-8.94837
1223,0,39.7625,1.31E-10,-135.739,48.0999,-10.8157,-1.00001,-255.605,49.0067,259.443,-18.4577,0.445536,0.464134,54.1073,9.21E-11,101.443,20.3188,24.7862,32.4795,36.9424,31.6373,-8.97277
1224,0,39.7616,1.31E-10,-135.747,48.1425,-10.799,-1.06596,-255.636,49.0452,259.405,-18.4896,0.471444,0.470389,54.1464,9.27E-11,101.288,20.3661,24.8337,32.4765,36.9438,31.7013,-8.99685
1225,0,39.7665,1.31E-10,-135.744,48.1788,-10.7843,-1.13642,-255.662,49.078,259.359,-18.5208,0.495223,0.474902,54.1888,9.35E-11,101.114,20.4172,24.8781,32.4816,36.9539,31.7653,-9.02175
1226,0,39.7768,1.30E-10,-135.731,48.2093,-10.7716,-1.21024,-255.686,49.1054,259.306,-18.5492,0.51317,0.477682,54.2331,9.42E-11,100.924,20.4721,24.9194,32.4936,36.9726,31.8292,-9.04875
1227,0,39.7917,1.30E-10,-135.71,48.2347,-10.76,-1.28561,-255.706,49.1281,259.249,-18.5724,0.52171,0.478987,54.2782,9.50E-11,100.725,20.5307,24.9579,32.5112,36.9996,31.8933,-9.07882
1228,0,39.8098,1.30E-10,-135.682,48.2561,-10.7488,-1.3602,-255.725,49.147,259.191,-18.5887,0.517995,0.479152,54.3233,9.58E-11,100.529,20.5931,24.9938,32.5334,37.0345,31.9577,-9.11254
1229,0,39.8295,1.30E-10,-135.651,48.2743,-10.7367,-1.43108,-255.745,49.1627,259.136,-18.5964,0.499306,0.478749,54.3676,9.66E-11,100.346,20.6593,25.0278,32.5597,37.0764,32.023,-9.14983
1230,0,39.8492,1.29E-10,-135.621,48.2901,-10.7229,-1.49537,-255.766,49.1758,259.089,-18.5944,0.464169,0.478124,54.4108,9.72E-11,100.185,20.7294,25.0604,32.59,37.1248,32.0895,-9.19022
1231,0,39.8678,1.29E-10,-135.593,48.304,-10.7064,-1.55027,-255.791,49.1865,259.053,-18.5823,0.412122,0.477694,54.4528,9.78E-11,100.053,20.8031,25.092,32.6245,37.1787,32.1576,-9.23259
1232,0,39.8845,1.29E-10,-135.571,48.3159,-10.6866,-1.59366,-255.819,49.1948,259.03,-18.5598,0.344863,0.477648,54.4937,9.83E-11,99.9516,20.8802,25.1231,32.6637,37.2372,32.2274,-9.27563
1233,0,39.8992,1.29E-10,-135.555,48.3255,-10.6633,-1.62456,-255.851,49.2004,259.022,-18.5285,0.265874,0.478034,54.534,9.87E-11,99.8774,20.9601,25.1539,32.708,37.2994,32.2987,-9.31789
1234,0,39.9125,1.29E-10,-135.546,48.3325,-10.6368,-1.64314,-255.887,49.2028,259.028,-18.4896,0.180642,0.47883,54.5746,9.90E-11,99.8226,21.0423,25.1845,32.7575,37.3643,32.3712,-9.35816
1235,0,39.9249,1.29E-10,-135.544,48.3361,-10.6077,-1.65093,-255.926,49.2016,259.046,-18.446,0.0961613,0.479793,54.6164,9.93E-11,99.7767,21.1254,25.2146,32.8115,37.4306,32.4441,-9.39558
1236,0,39.9375,1.29E-10,-135.549,48.3362,-10.5766,-1.65052,-255.967,49.1967,259.073,-18.4005,0.0197319,0.480755,54.6607,9.97E-11,99.7282,21.2083,25.244,32.8689,37.4973,32.5162,-9.42967
1237,0,39.9508,1.29E-10,-135.559,48.3327,-10.5445,-1.6454,-256.008,49.1881,259.105,-18.3564,-0.0415406,0.481501,54.7084,1.00E-10,99.6679,21.2897,25.2722,32.9282,37.563,32.5866,-9.46051
1238,0,39.9653,1.29E-10,-135.573,48.3263,-10.5123,-1.63933,-256.049,49.1767,259.136,-18.3165,-0.0823873,0.481922,54.7604,1.01E-10,99.5899,21.368,25.2987,32.9873,37.6267,32.654,-9.48849
1239,0,39.9805,1.29E-10,-135.593,48.3178,-10.4809,-1.63583,-256.088,49.1635,259.164,-18.2835,-0.0998491,0.482002,54.8173,1.01E-10,99.4934,21.442,25.3234,33.0441,37.6871,32.7173,-9.51417
1240,0,39.9959,1.29E-10,-135.616,48.309,-10.4509,-1.63774,-256.125,49.1501,259.185,-18.2593,-0.0938403,0.481763,54.8786,1.02E-10,99.3818,21.5109,25.3458,33.0971,37.7438,32.776,-9.53834
1241,0,40.0099,1.29E-10,-135.645,48.3019,-10.4227,-1.64694,-256.161,49.1388,259.197,-18.2445,-0.0669185,0.48142,54.9437,1.02E-10,99.2623,21.5742,25.3661,33.145,37.7961,32.8297,-9.56147
1242,0,40.0212,1.29E-10,-135.677,48.2989,-10.3965,-1.66414,-256.194,49.1317,259.202,-18.2393,-0.0239244,0.481104,55.0114,1.03E-10,99.1438,21.6319,25.3843,33.1873,37.8439,32.8784,-9.58409
1243,0,40.0281,1.29E-10,-135.714,48.3022,-10.3725,-1.68903,-256.226,49.131,259.198,-18.2431,0.0288438,0.480993,55.0801,1.04E-10,99.0347,21.6844,25.4006,33.2242,37.8876,32.9227,-9.60641
1244,0,40.0295,1.29E-10,-135.755,48.3139,-10.3509,-1.72023,-256.257,49.139,259.189,-18.255,0.0845813,0.481284,55.1482,1.04E-10,98.941,21.7324,25.4154,33.2562,37.9275,32.963,-9.62846
1245,0,40.0244,1.30E-10,-135.8,48.3359,-10.3319,-1.75599,-256.286,49.1574,259.176,-18.274,0.13746,0.482024,55.214,1.05E-10,98.8652,21.7767,25.4292,33.2842,37.9641,33.0003,-9.65025
1246,0,40.0126,1.30E-10,-135.848,48.3693,-10.3156,-1.79428,-256.314,49.1873,259.162,-18.2993,0.182645,0.483299,55.2763,1.05E-10,98.8063,21.8179,25.4421,33.3089,37.998,33.0351,-9.67159
1247,0,39.9946,1.30E-10,-135.897,48.4148,-10.3026,-1.83312,-256.34,49.2294,259.149,-18.3299,0.217602,0.485081,55.3343,1.06E-10,98.7602,21.8563,25.4543,33.3308,38.0292,33.0677,-9.69241
1248,0,39.9713,1.31E-10,-135.947,48.4724,-10.2934,-1.87109,-256.364,49.284,259.137,-18.3659,0.241571,0.487251,55.3877,1.06E-10,98.7212,21.892,25.4658,33.3501,38.058,33.0981,-9.71254
1249,0,39.9437,1.31E-10,-135.996,48.5418,-10.2883,-1.90711,-256.385,49.3506,259.127,-18.4066,0.256026,0.489615,55.4365,1.06E-10,98.6839,21.9246,25.4764,33.3666,38.084,33.1259,-9.73187
1250,0,39.9132,1.32E-10,-136.044,48.6224,-10.2879,-1.94057,-256.402,49.4289,259.118,-18.4517,0.263695,0.492035,55.4813,1.07E-10,98.6446,21.9532,25.4857,33.3798,38.1068,33.1504,-9.75011
1251,0,39.881,1.32E-10,-136.091,48.7133,-10.2921,-1.97123,-256.414,49.5179,259.112,-18.5009,0.26833,0.494176,55.5225,1.07E-10,98.6027,21.977,25.4932,33.3894,38.1262,33.1706,-9.76692
1252,0,39.8477,1.33E-10,-136.138,48.814,-10.3008,-1.99882,-256.423,49.6171,259.109,-18.5525,0.273616,0.495879,55.5608,1.07E-10,98.5606,21.9951,25.4983,33.3953,38.1415,33.1854,-9.78166
1253,0,39.8136,1.33E-10,-136.186,48.9239,-10.313,-2.02285,-256.429,49.7259,259.108,-18.6052,0.283026,0.496884,55.5967,1.07E-10,98.5237,22.0067,25.5005,33.3978,38.1527,33.1942,-9.79345
1254,0,39.7784,1.33E-10,-136.238,49.0431,-10.3275,-2.04237,-256.434,49.8439,259.113,-18.6571,0.298967,0.496932,55.6305,1.08E-10,98.4989,22.0115,25.4995,33.3982,38.1598,33.1964,-9.80105
1255,0,39.7413,1.34E-10,-136.297,49.1716,-10.3423,-2.05605,-256.44,49.9711,259.126,-18.7059,0.32298,0.495807,55.6626,1.08E-10,98.4934,22.0095,25.4952,33.3981,38.1628,33.1921,-9.80283
1256,0,39.7015,1.35E-10,-136.366,49.3099,-10.3554,-2.06201,-256.451,50.1076,259.152,-18.7494,0.355224,0.49345,55.693,1.08E-10,98.5128,22.0012,25.4877,33.3998,38.1621,33.1815,-9.79705
1257,0,39.6578,1.35E-10,-136.446,49.4588,-10.3645,-2.0583,-256.468,50.2538,259.194,-18.7864,0.394916,0.489861,55.7216,1.08E-10,98.5605,21.9875,25.4777,33.4058,38.1582,33.1658,-9.78191
1258,0,39.6095,1.36E-10,-136.542,49.6188,-10.3677,-2.04298,-256.495,50.4098,259.255,-18.8154,0.44067,0.485346,55.7481,1.08E-10,98.6372,21.9696,25.4658,33.4186,38.1515,33.146,-9.75581
1259,0,39.5561,1.37E-10,-136.653,49.7906,-10.3635,-2.0147,-256.533,50.5762,259.338,-18.8363,0.490742,0.480037,55.7722,1.08E-10,98.7407,21.9486,25.4527,33.4401,38.1426,33.1235,-9.71772
1260,0,39.4976,1.38E-10,-136.781,49.9745,-10.3511,-1.97278,-256.584,50.7533,259.446,-18.8497,0.543674,0.474521,55.7934,1.07E-10,98.8672,21.9257,25.4392,33.4718,38.1319,33.0995,-9.66732
1261,0,39.434,1.39E-10,-136.925,50.1709,-10.3306,-1.91768,-256.647,50.9413,259.576,-18.8572,0.59808,0.469232,55.8113,1.07E-10,99.0121,21.902,25.4259,33.514,38.1201,33.0752,-9.60503
1262,0,39.3661,1.40E-10,-137.084,50.3798,-10.3032,-1.85088,-256.721,51.1405,259.727,-18.8612,0.653328,0.464688,55.8255,1.07E-10,99.1707,21.8784,25.413,33.5664,38.1077,33.0512,-9.53209
1263,0,39.2945,1.42E-10,-137.257,50.601,-10.2704,-1.77494,-256.803,51.3511,259.894,-18.8638,0.709563,0.461263,55.8358,1.06E-10,99.3395,21.8555,25.4006,33.628,38.0954,33.028,-9.45034
1264,0,39.2201,1.43E-10,-137.44,50.8344,-10.2346,-1.69308,-256.891,51.5732,260.071,-18.8681,0.767081,0.459091,55.8425,1.06E-10,99.5159,21.8336,25.3886,33.6973,38.0839,33.0057,-9.36203
1265,0,39.1436,1.45E-10,-137.63,51.0797,-10.1983,-1.60898,-256.981,51.8069,260.255,-18.8761,0.826702,0.458075,55.8461,1.05E-10,99.698,21.8131,25.3767,33.7728,38.074,32.9843,-9.26936
1266,0,39.0658,1.46E-10,-137.825,51.3364,-10.1636,-1.52632,-257.069,52.0523,260.437,-18.8898,0.888995,0.457831,55.848,1.05E-10,99.8845,21.7942,25.3646,33.853,38.0662,32.9639,-9.1745
1267,0,38.9873,1.48E-10,-138.022,51.6044,-10.1328,-1.44855,-257.154,52.3092,260.615,-18.9104,0.954243,0.457784,55.8499,1.04E-10,100.073,21.7771,25.3522,33.9368,38.0611,32.9443,-9.07919
1268,0,38.9087,1.49E-10,-138.216,51.8831,-10.1071,-1.37874,-257.234,52.5774,260.782,-18.9384,1.02231,0.45726,55.8541,1.04E-10,100.261,21.7623,25.3393,34.0233,38.0593,32.9257,-8.98481
1269,0,38.8308,1.51E-10,-138.406,52.1718,-10.0877,-1.31949,-257.307,52.8564,260.936,-18.9737,1.09245,0.455409,55.8628,1.03E-10,100.445,21.7499,25.326,34.1117,38.0608,32.9083,-8.8923
1270,0,38.7545,1.52E-10,-138.588,52.4698,-10.0751,-1.2731,-257.371,53.1454,261.073,-19.0157,1.16344,0.451735,55.8782,1.03E-10,100.618,21.7403,25.3126,34.2019,38.0659,32.8926,-8.80242
1271,0,38.6805,1.54E-10,-138.76,52.7758,-10.0696,-1.24166,-257.428,53.4433,261.192,-19.064,1.23392,0.445937,55.9019,1.03E-10,100.777,21.7339,25.2994,34.2932,38.0748,32.879,-8.71575
1272,0,38.6098,1.55E-10,-138.922,53.0885,-10.0712,-1.22726,-257.476,53.7488,261.29,-19.1184,1.30239,0.438017,55.9347,1.02E-10,100.915,21.7311,25.2866,34.3854,38.0874,32.8679,-8.63296
1273,0,38.5432,1.56E-10,-139.073,53.4061,-10.0801,-1.23195,-257.515,54.06,261.364,-19.1787,1.36739,0.428407,55.9761,1.02E-10,101.029,21.732,25.2745,34.4778,38.1038,32.8596,-8.55476
